sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,deferred_stock_update,use_config_deferred_stock_update,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,custom_options,giftcard_type,giftcard_allow_open_amount,giftcard_open_amount_min,giftcard_open_amount_max,giftcard_amount,use_config_is_redeemable,giftcard_is_redeemable,use_config_lifetime,giftcard_lifetime,use_config_allow_message,giftcard_allow_message,use_config_email_template,giftcard_email_template,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,configurable_variations,configurable_variation_labels,downloadable_links,downloadable_samples,associated_skus
24-WG083-pink,,Sprite Stasis Ball,simple,"Luma Catalog/Gear,Luma Catalog/Gear/Fitness Equipment",luma_b2c,Sprite Stasis Ball 75 cm,"<p>The Sprite Stasis Ball gives you the toned abs, sides, and back you want by amping up your core workout. With bright colors and a burst-resistant design, it's a must-have for every hard-core exercise addict. Use for abdominal conditioning, balance training, yoga, or even physical therapy.</p>
<ul>
<li>75 cm plastic shell.</li>
<li>Durable, burst-resistant design.</li>
<li>Hand pump included.</li>
</ul>",,1,1,Taxable Goods,Not Visible Individually,32,,,,sprite-stasis-ball-75-cm-pink,,,,/l/u/luma-stability-ball-pink.jpg,,/l/u/luma-stability-ball-pink.jpg,,/l/u/luma-stability-ball-pink.jpg,,,,"12/7/23, 4:31 PM","12/7/23, 4:44 PM",,,Block after Info Column,,,,,,,,,,,Use config,,"activity=Gym|Yoga,category_gear=Exercise,color=Red,gender=Boys|Girls|Men|Unisex|Women,material=Plastic,size=75 cm",100,0,1,0,0,1,1,1,10000,1,1,,1,0,1,1,0,1,0,0,0,0,1,,,,,,,/l/u/luma-stability-ball-pink.jpg,Image,,,,,,,,,,,,,,,,,,,,,,,,,,
24-WG083-blue,,Sprite Stasis Ball,simple,"Luma Catalog/Gear,Luma Catalog/Gear/Fitness Equipment",luma_b2c,Sprite Stasis Ball 75 cm,"<p>The Sprite Stasis Ball gives you the toned abs, sides, and back you want by amping up your core workout. With bright colors and a burst-resistant design, it's a must-have for every hard-core exercise addict. Use for abdominal conditioning, balance training, yoga, or even physical therapy.</p>
<ul>
<li>75 cm plastic shell.</li>
<li>Durable, burst-resistant design.</li>
<li>Hand pump included.</li>
</ul>",,1,1,Taxable Goods,Not Visible Individually,32,,,,sprite-stasis-ball-75-cm-blue,,,,/l/u/luma-stability-ball.jpg,,/l/u/luma-stability-ball.jpg,,/l/u/luma-stability-ball.jpg,,,,"12/7/23, 4:31 PM","12/7/23, 4:44 PM",,,Block after Info Column,,,,,,,,,,,Use config,,"activity=Gym|Yoga,category_gear=Exercise,color=Blue,gender=Boys|Girls|Men|Unisex|Women,material=Plastic,size=75 cm",100,0,1,0,0,1,1,1,10000,1,1,,1,0,1,1,0,1,0,0,0,0,1,"24-WG088,24-WG082-pink,24-WG084,24-WG086","1,2,3,4","24-WG088,24-WG082-pink,24-WG086,24-WG084","1,2,3,4",,,/l/u/luma-stability-ball.jpg,Image,,,,,,,,,,,,,,,,,,,,,,,,,,
24-WG085,,Sprite Yoga Strap,simple,"Luma Catalog/Gear,Luma Catalog/Gear/Fitness Equipment",luma_b2c,Sprite Yoga Strap 6 foot,"<p>The Sprite Yoga Strap is your untiring partner in demanding stretches, holds and alignment routines. The strap's 100% organic cotton fabric is woven tightly to form a soft, textured yet non-slip surface. The plastic clasp buckle is easily adjustable, lightweight and durable under strain.</p>
<ul>
<li>100% soft and durable cotton.
<li>Plastic cinch buckle is easy to use.
<li>Three natural colors made from phthalate and heavy metal free dyes.
</ul>",,1,1,Taxable Goods,Not Visible Individually,14,,,,sprite-yoga-strap-6-foot,,,,/l/u/luma-yoga-strap.jpg,,/l/u/luma-yoga-strap.jpg,,/l/u/luma-yoga-strap.jpg,,,,"12/7/23, 4:31 PM","12/7/23, 4:44 PM",,,Block after Info Column,,,,,,,,,,,Use config,,"activity=Yoga,category_gear=Exercise,gender=Men|Unisex|Women,material=Canvas|Plastic,size=6 foot",100,0,1,0,0,1,1,1,10000,1,1,,1,0,1,1,0,1,0,0,0,0,1,"24-UG04,24-WG086,24-WG088,24-UG06","1,2,3,4","24-WG081-gray,24-WG085_Group,24-UG06,24-UG07","1,2,3,4",,,/l/u/luma-yoga-strap.jpg,Image,,,,,,,,,,,,,,,,,,,,,,,,,,
24-WG086,,Sprite Yoga Strap,simple,"Luma Catalog/Gear,Luma Catalog/Gear/Fitness Equipment",luma_b2c,Sprite Yoga Strap 8 foot,"<p>The Sprite Yoga Strap is your untiring partner in demanding stretches, holds and alignment routines. The strap's 100% organic cotton fabric is woven tightly to form a soft, textured yet non-slip surface. The plastic clasp buckle is easily adjustable, lightweight and durable under strain.</p>
<ul>
<li>8' long x 1.0"" wide.
<li>100% soft and durable cotton.
<li>Plastic cinch buckle is easy to use.
<li>Three natural colors made from phthalate and heavy metal free dyes.
</ul>",,1,1,Taxable Goods,Not Visible Individually,17,,,,sprite-yoga-strap-8-foot,,,,/l/u/luma-yoga-strap.jpg,,/l/u/luma-yoga-strap.jpg,,/l/u/luma-yoga-strap.jpg,,,,"12/7/23, 4:31 PM","12/7/23, 4:44 PM",,,Block after Info Column,,,,,,,,,,,Use config,,"activity=Yoga,category_gear=Exercise,gender=Men|Unisex|Women,material=Canvas|Plastic,size=8 foot",100,0,1,0,0,1,1,1,10000,1,1,,1,0,1,1,0,1,0,0,0,0,1,"24-UG03,24-UG04,24-UG05,24-WG085","1,2,3,4","24-WG084,24-UG06,24-UG02,24-WG080","1,2,3,4",,,/l/u/luma-yoga-strap.jpg,Image,,,,,,,,,,,,,,,,,,,,,,,,,,
24-WG087,,Sprite Yoga Strap,simple,"Luma Catalog/Gear,Luma Catalog/Gear/Fitness Equipment",luma_b2c,Sprite Yoga Strap 10 foot,"<p>The Sprite Yoga Strap is your untiring partner in demanding stretches, holds and alignment routines. The strap's 100% organic cotton fabric is woven tightly to form a soft, textured yet non-slip surface. The plastic clasp buckle is easily adjustable, lightweight and durable under strain.</p>
<ul>
<li>10' long x 1.0"" wide.
<li>100% soft and durable cotton.
<li>Plastic cinch buckle is easy to use.
<li>Three natural colors made from phthalate and heavy metal free dyes.
</ul>",,1,1,Taxable Goods,Not Visible Individually,21,,,,sprite-yoga-strap-10-foot,,,,/l/u/luma-yoga-strap.jpg,,/l/u/luma-yoga-strap.jpg,,/l/u/luma-yoga-strap.jpg,,,,"12/7/23, 4:31 PM","12/7/23, 4:44 PM",,,Block after Info Column,,,,,,,,,,,Use config,,"activity=Yoga,category_gear=Exercise,gender=Men|Unisex|Women,material=Canvas|Plastic,size=10 foot",100,0,1,0,0,1,1,1,10000,1,1,,1,0,1,1,0,1,0,0,0,0,1,"24-WG085,24-WG086,24-WG080,24-WG083-blue","1,2,3,4","24-WG080,24-WG085,24-WG081-gray,24-UG01","1,2,3,4",,,/l/u/luma-yoga-strap.jpg,Image,,,,,,,,,,,,,,,,,,,,,,,,,,
24-MG04,,Gear,simple,"Luma Catalog/Gear,Luma Catalog/Gear/Watches",luma_b2c,Aim Analog Watch,"<p>Stay light-years ahead of the competition with our Aim Analog Watch. The flexible, rubberized strap is contoured to conform to the shape of your wrist for a comfortable all-day fit. The face features three illuminated hands, a digital read-out of the current time, and stopwatch functions.</p>
<ul>
<li>Japanese quartz movement.</li>
<li>Strap fits 7"" to 8.0"".</li>
</ul>",,1,1,Taxable Goods,"Catalog, Search",45,,,,aim-analog-watch,,,,/m/g/mg04-bk-0.jpg,,/m/g/mg04-bk-0.jpg,,/m/g/mg04-bk-0.jpg,,,,"12/7/23, 4:31 PM","12/7/23, 4:44 PM",,,Block after Info Column,,,,,,,,,,,Use config,,"activity=Gym|Outdoor|Recreation|Sports,category_gear=Electronic|Exercise|Timepiece,gender=Men,in_store_available=Online Exclusive,material=Plastic|Rubber",100,0,1,0,0,1,1,1,10000,1,1,,1,0,1,1,0,1,0,0,0,0,1,,,,,,,/m/g/mg04-bk-0.jpg,Image,,,,,,,,,,,,,,,,,,,,,,,,,,
24-MG01,,Gear,simple,"Luma Catalog/Gear,Luma Catalog/Gear/Watches",luma_b2c,Endurance Watch,"<p>It's easy to track and monitor your training progress with the Endurance Watch. You'll see standard info like time, date and day of the week, but it also functions for the serious high-mileage athete: lap counter, stopwatch, distance, heart rate, speed/pace, cadence and altitude.</p>
<ul>
<li>Digital display.</li>
<li>LED backlight.</li>
<li>Strap fits 7"" to 10"".</li>
<li>1-year limited warranty.</li>
<li>Comes with polished metal case.</li>
</ul>",,1,1,Taxable Goods,"Catalog, Search",49,,,,endurance-watch,,,,/m/g/mg01-bk-0.jpg,,/m/g/mg01-bk-0.jpg,,/m/g/mg01-bk-0.jpg,,,,"12/7/23, 4:31 PM","12/7/23, 4:44 PM",,,Block after Info Column,,,,,,,,,,,Use config,,"activity=Athletic|Recreation,badge=In-Store Pickup,category_gear=Electronic|Exercise|Timepiece,gender=Men,in_store_available=In Store,material=Metal|Rubber|Silicone",100,0,1,0,0,1,1,1,10000,1,1,,1,0,1,1,0,1,0,0,0,0,1,,,,,,,/m/g/mg01-bk-0.jpg,Image,,,,,,,,,,,,,,,,,,,,,,,,,,
24-MG03,,Gear,simple,"Luma Catalog/Gear,Luma Catalog/Gear/Watches,Luma Catalog/Collections,Luma Catalog/Collections/New Luma Yoga Collection",luma_b2c,Summit Watch,"<p>Trek high and low in the attractive Summit Watch, which features a digital LED display with time and date, stopwatch, lap counter, and 3-second backlight. It can also calculate the number of steps taken and calories burned.</p>
<ul>
<li>Brushed metal case.</li>
<li>Water resistant (100 meters).</li>
<li>Buckle clasp.</li>
<li>Strap fits 7"" - 10"".</li>
<li>1-year limited warranty.</li>
</ul>",,1,1,Taxable Goods,"Catalog, Search",54,,,,summit-watch,,,,/m/g/mg03-br-0.jpg,,/m/g/mg03-br-0.jpg,,/m/g/mg03-br-0.jpg,,,,"12/7/23, 4:31 PM","12/7/23, 4:44 PM",,,Block after Info Column,,,,,,,,,,,Use config,,"activity=Athletic|Gym|Outdoor|Recreation|Sports,badge=Most Shared,category_gear=Electronic|Exercise|Timepiece,gender=Men|Unisex|Women,in_store_available=Online Exclusive,material=Metal|Plastic|Silicone,new=Yes",100,0,1,0,0,1,1,1,10000,1,1,,1,0,1,1,0,1,0,0,0,0,1,,,,,,,/m/g/mg03-br-0.jpg,Image,,,,,,,,,,,,,,,,,,,,,,,,,,
24-MG05,,Gear,simple,"Luma Catalog/Gear,Luma Catalog/Gear/Watches,Luma Catalog/Collections,Luma Catalog/Collections/New Luma Yoga Collection",luma_b2c,Cruise Dual Analog Watch,"<p>Whether you're traveling or wish you were, you'll never let time zones perplex you again with the Cruise Dual Analog Watch. The thick, adjustable band promises a comfortable, personalized fit to this classy, modern time piece.</p>
<ul>
<li>Two dials.</li>
<li>Stainless steel case.</li>
<li>Adjustable leather band.</li>
</ul>",,1,1,Taxable Goods,"Catalog, Search",55,,,,cruise-dual-analog-watch,,,,/m/g/mg05-br-0.jpg,,/m/g/mg05-br-0.jpg,,/m/g/mg05-br-0.jpg,,,,"12/7/23, 4:31 PM","12/7/23, 4:44 PM",,,Block after Info Column,,,,,,,,,,,Use config,,"activity=Recreation,badge=In-Store Pickup,category_gear=Electronic|Fashion|Timepiece,gender=Men,in_store_available=In Store,material=Leather|Plastic,new=Yes",100,0,1,0,0,1,1,1,10000,1,1,,1,0,1,1,0,1,0,0,0,0,1,,,,,,,/m/g/mg05-br-0.jpg,Image,,,,,,,,,,,,,,,,,,,,,,,,,,
24-MG02,,Gear,simple,"Luma Catalog/Gear,Luma Catalog/Gear/Watches,Luma Catalog/Collections,Luma Catalog/Collections/New Luma Yoga Collection",luma_b2c,Dash Digital Watch,"<p>The Dash Digital Watch will challenge you to push harder and longer. Log workouts by date, average, and segment times, and recharge by setting hydration and nutrition alarms. This watch is styled with a sleek, square face and durable rubber strap for a long life.</p>
<ul>
<li>Digital display.</li>
<li>LED backlight.</li>
<li>Rubber strap with buckle clasp.</li>
<li>1-year limited warranty.</li>",,1,1,Taxable Goods,"Catalog, Search",92,,,,dash-digital-watch,,,,/m/g/mg02-bk-0.jpg,,/m/g/mg02-bk-0.jpg,,/m/g/mg02-bk-0.jpg,,,,"12/7/23, 4:31 PM","12/7/23, 4:44 PM",,,Block after Info Column,,,,,,,,,,,Use config,,"activity=Athletic|Gym|Outdoor|Sports,badge=Best Seller,category_gear=Electronic|Exercise|Timepiece,gender=Men,in_store_available=Online Exclusive,material=Rubber,new=Yes",100,0,1,0,0,1,1,1,10000,1,1,,1,0,1,1,0,1,0,0,0,0,1,,,,,,,/m/g/mg02-bk-0.jpg,Image,,,,,,,,,,,,,,,,,,,,,,,,,,
24-WG09,,Gear,simple,"Luma Catalog/Gear,Luma Catalog/Gear/Watches",luma_b2c,Luma Analog Watch,"<p>Designed to stand up to your active lifestyle, this women's Luma Analog Watch features a tasteful brushed chrome finish and a stainless steel, water-resistant construction for lasting durability.</p>
<ul>
<li>Precision Miyota&reg; three-hand movement.</li>
</ul>",,1,1,Taxable Goods,"Catalog, Search",43,43,12/8/23,,luma-analog-watch,,,,/w/g/wg09-gr-0.jpg,Image,/w/g/wg09-gr-0.jpg,Image,/w/g/wg09-gr-0.jpg,Image,no_selection,,"12/7/23, 4:31 PM","12/7/23, 4:53 PM",,,Block after Info Column,,,,,,,,,,,Use config,,"activity=Recreation,category_gear=Electronic|Fashion|Timepiece,featured_product=No,gender=Women,in_store_available=Online Exclusive,look_book_image=no_selection,material=Stainless Steel,sale=No,subscription_active=No",100,0,1,0,0,1,1,1,10000,1,1,,1,0,1,1,0,1,0,0,0,0,1,,,,,,,/w/g/wg09-gr-0.jpg,Image,,,,,,,,,,,,,,,,,,,,,,,,,,
24-WG01,,Gear,simple,"Luma Catalog/Gear,Luma Catalog/Gear/Watches",luma_b2c,Bolo Sport Watch,"<p>The Bolo Sport Watch is sleek, sporty and sized just right to fit your smaller wrist. Easy to read and set up, it features a large digital face and button-activated alarm and stopwatch. The soft-touch resin band promises no-pinch comfort, while the water-resistant design lets you take your workout to the lap pool.</p>
<ul>
<li>Displays time, day and date.</li>
<li>Two-tone design.</li>
<li>12/24 hour formats.</li>
<li>Nickel-free buckle on band.</li>
<li>Battery included.</li>
</ul>",,1,1,Taxable Goods,"Catalog, Search",49,49,12/8/23,,bolo-sport-watch,,,,/w/g/wg01-bk-0.jpg,Image,/w/g/wg01-bk-0.jpg,Image,/w/g/wg01-bk-0.jpg,Image,no_selection,,"12/7/23, 4:31 PM","12/7/23, 4:53 PM",,,Block after Info Column,,,,,,,,,,,Use config,,"activity=Recreation|Sports,badge=New,category_gear=Electronic|Exercise|Timepiece,featured_product=No,gender=Women,in_store_available=Online Exclusive,look_book_image=no_selection,material=Silicone,sale=Yes,subscription_active=No",100,0,1,0,0,1,1,1,10000,1,1,,1,0,1,1,0,1,0,0,0,0,1,,,,,,,/w/g/wg01-bk-0.jpg,Image,,,,,,,,,,,,,,,,,,,,,,,,,,
24-WG03,,Gear,simple,"Luma Catalog/Gear,Luma Catalog/Gear/Watches",luma_b2c,Clamber Watch,"<p>Keep track of time on the treadmill or trail with our Clamber Watch. The flexible, rubberized strap is contoured to conform to your wrist for a comfortable fit all day. The face features an illuminated digital read-out of the current time and stopwatch functions.</p>
<ul>
<li>Japanese quartz movement.</li>
<li>Strap fits 5"" to 6.0"".</li>
</ul>",,1,1,Taxable Goods,"Catalog, Search",54,,,,clamber-watch,,,,/w/g/wg03-gr-0.jpg,,/w/g/wg03-gr-0.jpg,,/w/g/wg03-gr-0.jpg,,,,"12/7/23, 4:31 PM","12/7/23, 4:44 PM",,,Block after Info Column,,,,,,,,,,,Use config,,"activity=Athletic|Gym|Outdoor|Recreation,category_gear=Electronic|Exercise|Timepiece,gender=Women,in_store_available=Online Exclusive,material=Plastic|Rubber|Silicone",100,0,1,0,0,1,1,1,10000,1,1,,1,0,1,1,0,1,0,0,0,0,1,,,,,,,"/w/g/wg03-gr-0.jpg,/w/g/wg03-sa-0.jpg","Image,Image",,,,,,,,,,,,,,,,,,,,,,,,,,
24-WG02,,Gear,simple,"Luma Catalog/Gear,Luma Catalog/Gear/Watches,Luma Catalog/Collections,Luma Catalog/Collections/New Luma Yoga Collection",luma_b2c,Didi Sport Watch,"<p>The Didi Sport Watch helps you keep your workout plan down to the second. The vertical, digital face looks sleek and futuristic. This watch is programmed with tons of helpful features such as a timer, an alarm clock, a pedometer, and more to help make your excercise more productive.</p>
<ul>
<li>Digital display.</li>
<li>LED backlight.</li>
<li>Rubber strap with buckle clasp.</li>
<li>1-year limited warranty.</li>
</ul>",,1,1,Taxable Goods,"Catalog, Search",92,,,,didi-sport-watch,,,,/w/g/wg02-bk-0.jpg,,/w/g/wg02-bk-0.jpg,,/w/g/wg02-bk-0.jpg,,,,"12/7/23, 4:31 PM","12/7/23, 4:44 PM",,,Block after Info Column,,,,,,,,,,,Use config,,"activity=Athletic|Gym,category_gear=Electronic|Exercise|Timepiece,gender=Women,in_store_available=Online Exclusive,material=Metal|Rubber|Silicone,new=Yes",100,0,1,0,0,1,1,1,10000,1,1,,1,0,1,1,0,1,0,0,0,0,1,,,,,,,/w/g/wg02-bk-0.jpg,Image,,,,,,,,,,,,,,,,,,,,,,,,,,
240-LV04,,Downloadable,downloadable,"Luma Catalog/Training,Luma Catalog/Training/Video Download",luma_b2c,Beginner's Yoga,"<p>Beginner's Yoga starts you down the path toward strength, balance and mental focus. With this video download, you don't have to be a great athlete or gym guru to learn the best and most basic techniques for lifelong yoga foundation. </p>
<ul>
<li>Video download</li>
<li>Five workouts.</li>
<li>Balance, strength and endurance.</li>
<li>Flexibility and core strength.</li>
<li>Includes modification for novices.</li>
</ul>","<p>
The most difficult yoga poses to master are the ones learned incorrectly as a beginner. Luma's Beginner's Yoga is a fantastic way to break into your initial yoga session and begin the journey to a longer, leaner, healthier body. Confidently find your way into yoga with this effective yet gentle program. You'll learn proper alignment and how to sidestep common mistakes.
</p>",,1,Taxable Goods,"Catalog, Search",6,,,,beginner-s-yoga,,,,/l/t/lt01.jpg,,/l/t/lt01.jpg,,/l/t/lt01.jpg,,,,"12/7/23, 4:32 PM","12/7/23, 4:38 PM",,,Block after Info Column,,,,,,,,,,,Use config,,"activity=Athletic|Gym|Outdoor|Sports|Yoga,format=Download,links_purchased_separately=1,links_title=Downloads,samples_title=Trailers",0,0,1,0,0,1,1,1,10000,1,0,,1,0,0,1,0,1,0,0,0,0,1,,,,,,,/l/t/lt01.jpg,Image,,,,,,,,,,,,,,,,,,,,,,,,"link_id=1,id=1,title=Beginner's Yoga,sort_order=1,price=6.000000,is_shareable=2,link_type=file,link_file=/l/u/luma_background_-_model_against_fence_4_sec_.mp4","sample_id=1,id=1,title=Trailer #1,sort_order=1,sample_type=file,sample_file=/l/u/luma_background_-_model_against_fence_4_sec_.mp4,sample_id=2,id=2,title=Trailer #2,sort_order=1,sample_type=file,sample_file=/l/u/luma_background_-_model_against_fence_4_sec_.mp4,sample_id=3,id=3,title=Trailer #3,sort_order=1,sample_type=file,sample_file=/l/u/luma_background_-_model_against_fence_4_sec_.mp4",
240-LV05,,Downloadable,downloadable,"Luma Catalog/Training,Luma Catalog/Training/Video Download",luma_b2c,LifeLong Fitness IV,"<p>Luma LifeLong Fitness Series is a world recognized, evidence based exercise program designed specifically for individuals focused on staying active their whole lives. If followed regularly, participants will see improved heart rate and blood pressure, increased mobility, reduced joint pain and overall improvement in functional fitness and health.</>
<ul>
<li>10 minute warm up.</li>
<li>30 minutes of mild aerobics.</li>
<li>20 minutes of strength, stretch and balance.</li>
<li>Extensive modifications for varying fitness levels.</li>
</ul>","<p>
The instructors and routines featured in LifeLong Fitness IV provide safe options to serve all types of physical conditions and abilities. Range of motion, body awareness and breathing practices are essential tools of yogic self-care, essential for maintaining alertness, health, and dignity over a lifetime. The LifeLong Fitness series acknowledges that as we age, the safety and sustainability of our exercise become as important as pushing our limits.
</p>",,1,Taxable Goods,"Catalog, Search",14,,,,lifelong-fitness-iv,,,,/l/t/lt02.jpg,,/l/t/lt02.jpg,,/l/t/lt02.jpg,,,,"12/7/23, 4:32 PM","12/7/23, 4:38 PM",,,Block after Info Column,,,,,,,,,,,Use config,,"activity=Athletic|Gym|Outdoor|Sports,format=Download,links_purchased_separately=1,links_title=Downloads,samples_title=Trailers",0,0,1,0,0,1,1,1,10000,1,0,,1,0,0,1,0,1,0,0,0,0,1,,,,,,,/l/t/lt02.jpg,Image,,,,,,,,,,,,,,,,,,,,,,,,"link_id=2,id=2,title=LifeLong Fitness IV,sort_order=1,price=14.000000,is_shareable=2,link_type=file,link_file=/l/u/luma_background_-_model_against_fence_4_sec_.mp4","sample_id=4,id=4,title=Trailer #1,sort_order=1,sample_type=file,sample_file=/l/u/luma_background_-_model_against_fence_4_sec_.mp4,sample_id=5,id=5,title=Trailer #2,sort_order=1,sample_type=file,sample_file=/l/u/luma_background_-_model_against_fence_4_sec_.mp4,sample_id=6,id=6,title=Trailer #3,sort_order=1,sample_type=file,sample_file=/l/u/luma_background_-_model_against_fence_4_sec_.mp4",
240-LV06,,Downloadable,downloadable,"Luma Catalog/Training,Luma Catalog/Training/Video Download",luma_b2c,Yoga Adventure,"<p>Luma presents an innovative power vinyasa yoga class for intermediate and advanced practitioners. The video allows you to pace yourself, but more intense work yields longer rest. This class is great for more advanced students looking to learn proper alignment in their yoga practice.</p>
<ul>
<li>Includes a breakdown of 12 different postures.</li>
<li>Chataranga Dandasana and prayer twist.</li>
<li>Challenging posture (side crow).</li>
<li>55 minutes of movement.</li>
</ul>","<p>
The practices on this downloadable training video are recommended only for experienced to advanced students. Those with the fundamental skills needed won't want to miss the insight and advice from world-renowned trainer Erin Renny in these exclusive Luma guided yoga sessions. Complete body, arm balance and leg strength workouts engage, strengthen and increase mobility.
</p>",,1,Taxable Goods,"Catalog, Search",22,,,,yoga-adventure,,,,/l/t/lt03.jpg,,/l/t/lt03.jpg,,/l/t/lt03.jpg,,,,"12/7/23, 4:32 PM","12/7/23, 4:38 PM",,,Block after Info Column,,,,,,,,,,,Use config,,"activity=Athletic|Yoga,format=Download,links_purchased_separately=1,links_title=Downloads,samples_title=Trailers",0,0,1,0,0,1,1,1,10000,1,0,,1,0,0,1,0,1,0,0,0,0,1,,,,,,,/l/t/lt03.jpg,Image,,,,,,,,,,,,,,,,,,,,,,,,"link_id=3,id=3,title=Yoga Adventure,sort_order=1,price=22.000000,is_shareable=2,link_type=file,link_file=/l/u/luma_background_-_model_against_fence_4_sec_.mp4","sample_id=7,id=7,title=Trailer #1,sort_order=1,sample_type=file,sample_file=/l/u/luma_background_-_model_against_fence_4_sec_.mp4,sample_id=8,id=8,title=Trailer #2,sort_order=1,sample_type=file,sample_file=/l/u/luma_background_-_model_against_fence_4_sec_.mp4,sample_id=9,id=9,title=Trailer #3,sort_order=1,sample_type=file,sample_file=/l/u/luma_background_-_model_against_fence_4_sec_.mp4",
240-LV07,,Downloadable,downloadable,"Luma Catalog/Training,Luma Catalog/Training/Video Download",luma_b2c,Solo Power Circuit,"<p>Circuit training helps banish the boredom of traditional workouts. The Solo Power Circuit download lets you experience Luma's maximum efficiency circuit training in the training time you have available. Learn secrets to shed pounds, decrease body fat, sculpt amazing abs, and tone to reshape your entire body. You'll feel the difference after just one circuit.</p>
<ul>
<li>Targets abs, arms and legs.</li>
<li>6 fun interval training circuits.</li>
<li>Easy to follow.</li>
<li>No special equipment needed.</li>
<li>43 minutes.</li>
</ul>","<p>
Many contemporary exercise trends sacrifice form and precision in favor of reps and ""PR"" goals. Luma's Solo Power Circuit teaches techniques to keep you safe. But don't think you'll get off easily: when it comes to building muscle and burning fat, these routines won't disappoint. A fusion of circuit training, yoga, Pilates and running, Solo Power Circuit brings out your sweatiest best.
</p>",,1,Taxable Goods,"Catalog, Search",14,,,,solo-power-circuit,,,,/l/t/lt04.jpg,,/l/t/lt04.jpg,,/l/t/lt04.jpg,,,,"12/7/23, 4:32 PM","12/7/23, 4:38 PM",,,Block after Info Column,,,,,,,,,,,Use config,,"activity=Athletic|Gym|Sports,format=Download,links_purchased_separately=1,links_title=Downloads,samples_title=Trailers",0,0,1,0,0,1,1,1,10000,1,0,,1,0,0,1,0,1,0,0,0,0,1,,,,,,,/l/t/lt04.jpg,Image,,,,,,,,,,,,,,,,,,,,,,,,"link_id=4,id=4,title=Solo Power Circuit,sort_order=1,price=14.000000,is_shareable=2,link_type=file,link_file=/l/u/luma_background_-_model_against_fence_4_sec_.mp4","sample_id=10,id=10,title=Trailer #1,sort_order=1,sample_type=file,sample_file=/l/u/luma_background_-_model_against_fence_4_sec_.mp4,sample_id=11,id=11,title=Trailer #2,sort_order=1,sample_type=file,sample_file=/l/u/luma_background_-_model_against_fence_4_sec_.mp4,sample_id=12,id=12,title=Trailer #3,sort_order=1,sample_type=file,sample_file=/l/u/luma_background_-_model_against_fence_4_sec_.mp4",
240-LV08,,Downloadable,downloadable,"Luma Catalog/Training,Luma Catalog/Training/Video Download",luma_b2c,Advanced Pilates & Yoga (Strength),"<p>Advanced Pilates & Yoga will help you to increase your flexibility and tone core muscle groups through an invigorating workout for your whole body. The Pilates workout is a thorough strength-conditioning session that boosts flexibility, endurance and posture. The Yoga workout incorporates legacy and new poses into one continuous routine that will leave you feeling exhausted and fulfilled at once.</p>
<ul>
<li>Pilates-Yoga fusion.</li>
<li>Breathing warmup and cooldown.</li>
<li>Hour-long session.</li>
<li>High-definition video.</li>
<ul>","<p>
No equipment needed. Advanced Pilates & Yoga (Strength) is a muscle-defining program that employs balance, cardio and flexibility movements with plyometric and body-weight based exercises for an all-around, physically challenging workout. The Pilates elements of this compilation bring gentle resistance principals into the routines, emphasizing safety, technique and range of motion.
</p>",,1,Taxable Goods,"Catalog, Search",18,,,,advanced-pilates-yoga-strength,,,,/l/t/lt05.jpg,,/l/t/lt05.jpg,,/l/t/lt05.jpg,,,,"12/7/23, 4:32 PM","12/7/23, 4:38 PM",,,Block after Info Column,,,,,,,,,,,Use config,,"activity=Athletic|Gym|Yoga,format=Download,links_purchased_separately=1,links_title=Downloads,samples_title=Trailers",0,0,1,0,0,1,1,1,10000,1,0,,1,0,0,1,0,1,0,0,0,0,1,,,,,,,/l/t/lt05.jpg,Image,,,,,,,,,,,,,,,,,,,,,,,,"link_id=5,id=5,title=Advanced Pilates & Yoga (Strength),sort_order=1,price=18.000000,is_shareable=2,link_type=file,link_file=/l/u/luma_background_-_model_against_fence_4_sec_.mp4","sample_id=13,id=13,title=Trailer #1,sort_order=1,sample_type=file,sample_file=/l/u/luma_background_-_model_against_fence_4_sec_.mp4,sample_id=14,id=14,title=Trailer #2,sort_order=1,sample_type=file,sample_file=/l/u/luma_background_-_model_against_fence_4_sec_.mp4,sample_id=15,id=15,title=Trailer #3,sort_order=1,sample_type=file,sample_file=/l/u/luma_background_-_model_against_fence_4_sec_.mp4",
